Samples - X-Axis	Acceleration (g) - X-Axis	Samples - Y-Axis	Acceleration (g) - Y-Axis	Samples - Z-Axis	Acceleration (g) - Z-Axis
106	-0,046875	106	0,078125	106	0,949219
107	-0,121094	107	0,0820312	107	0,972656
108	-0,121094	108	0,0507812	108	1,01563
109	-0,121094	109	0,0507812	109	1,01563
110	-0,101562	110	0,0351562	110	1,03906
111	-0,0976562	111	0,03125	111	1,02734
112	-0,0195312	112	0,0429687	112	1,01953
113	-0,0195312	113	0,0585937	113	0,996094
114	-0,0546875	114	0,09375	114	0,960937
115	-0,0507812	115	0,0859375	115	0,949219
116	-0,113281	116	0,0859375	116	0,960937
117	-0,144531	117	0,0625	117	0,988281
118	-0,128906	118	0,015625	118	1,00781
119	-0,121094	119	0,03125	119	1,01172
120	-0,0664062	120	0,0429687	120	1,00781
121	-0,0273437	121	0,0625	121	0,992187
122	-0,0273437	122	0,0625	122	0,992187
123	-0,0195312	123	0,0820312	123	0,984375
124	-0,0195312	124	0,0859375	124	0,976562
125	-0,0546875	125	0,0859375	125	0,996094
126	-0,125	126	0,09375	126	1
127	-0,136719	127	0,0585937	127	1,01563
128	-0,109375	128	0,0195312	128	1,01563
129	-0,105469	129	0,0351562	129	1
130	-0,0351562	130	0,015625	130	0,976562
131	-0,0351562	131	0,0664062	131	0,964844
132	-0,0351562	132	0,0898437	132	0,953125
133	-0,0507812	133	0,0976562	133	0,96875
134	-0,0507812	134	0,0976562	134	0,96875
135	-0,101562	135	0,09375	135	0,996094
136	-0,113281	136	0,0625	136	1,02734
137	-0,136719	137	0,0390625	137	1,05469
138	-0,128906	138	0,0234375	138	1,03516
139	-0,0859375	139	0,0390625	139	1,00391
140	-0,0390625	140	0,046875	140	0,972656
141	-0,0429687	141	0,0820312	141	0,929687
142	-0,0546875	142	0,0742187	142	0,933594
143	-0,0742187	143	0,0820312	143	0,949219
144	-0,140625	144	0,0859375	144	0,992187
145	-0,113281	145	0,0390625	145	1,01953
146	-0,101562	146	0,0429687	146	1,04688
147	-0,0625	147	0,0195312	147	1,02734
148	-0,0625	148	0,0195312	148	1,02734
149	-0,0195312	149	0,046875	149	1,01172
150	-0,0351562	150	0,09375	150	0,957031
151	-0,0546875	151	0,0820312	151	0,949219
152	-0,117187	152	0,0898437	152	0,96875
153	-0,117187	153	0,0898437	153	0,96875
154	-0,140625	154	0,0546875	154	1,00391
155	-0,136719	155	0,0195312	155	1,02734
156	-0,132812	156	0,0390625	156	1,03125
157	-0,0742187	157	0,0390625	157	1,01172
158	-0,0234375	158	0,0585937	158	0,984375
159	-0,0234375	159	0,0703125	159	0,976562
160	-0,0234375	160	0,0703125	160	0,957031
161	-0,015625	161	0,078125	161	0,957031
162	-0,125	162	0,0898437	162	0,992187
163	-0,125	163	0,0898437	163	0,992187
164	-0,117187	164	0,0507812	164	1,01953
165	-0,109375	165	0,0234375	165	1,03125
166	-0,109375	166	0,0351562	166	1,01563
167	-0,0820312	167	0,0351562	167	1,01563
168	-0,0351562	168	0,015625	168	1
169	-0,0507812	169	0,0898437	169	0,953125
170	-0,0742187	170	0,09375	170	0,957031
171	-0,121094	171	0,0859375	171	0,972656
172	-0,121094	172	0,0390625	172	1,00391
173	-0,136719	173	0,0234375	173	1,03125
174	-0,117187	174	0,0273437	174	1,01563
175	-0,0585937	175	0,0429687	175	1,00781
176	-0,0585937	176	0,0429687	176	1,00781
177	-0,0195312	177	0,0585937	177	0,988281
178	-0,0273437	178	0,0859375	178	0,964844
179	-0,0429687	179	0,0742187	179	0,960937
180	-0,078125	180	0,0820312	180	0,96875
181	-0,148437	181	0,0742187	181	1
182	-0,125	182	0,0390625	182	1,00781
183	-0,125	183	0,03125	183	1,01172
184	-0,078125	184	0,0234375	184	0,992187
185	-0,0234375	185	0,0390625	185	0,980469
186	-0,0234375	186	0,0703125	186	0,960937
187	-0,0351562	187	0,101562	187	0,960937
188	-0,0507812	188	0,0820312	188	0,964844
189	-0,109375	189	0,0898437	189	0,996094
190	-0,128906	190	0,0507812	190	1,03125
191	-0,121094	191	0,0390625	191	1,02344
192	-0,0546875	192	0,0429687	192	0,992187
193	-0,03125	193	0,0625	193	0,964844
194	-0,03125	194	0,0625	194	0,964844
195	-0,0273437	195	0,0820312	195	0,945312
196	-0,0976562	196	0,0859375	196	0,976562
197	-0,140625	197	0,078125	197	1,00391
198	-0,132812	198	0,046875	198	1,03125
199	-0,132812	199	0,046875	199	1,03125
200	-0,109375	200	0,0273437	200	1,04297
201	-0,0703125	201	0,0351562	201	1,02344
202	-0,015625	202	0,0273437	202	1
203	-0,03125	203	0,078125	203	0,96875
204	-0,03125	204	0,0976562	204	0,941406
205	-0,0664062	205	0,0976562	205	0,953125
206	-0,121094	206	0,0898437	206	0,976562
207	-0,128906	207	0,046875	207	1,00391
208	-0,128906	208	0,046875	208	1,00391
209	-0,152344	209	0,03125	209	1,04297
210	-0,121094	210	0,0234375	210	1,02734
211	-0,0664062	211	0,0351562	211	1,00781
212	-0,0351562	212	0,0507812	212	0,984375
213	-0,0351562	213	0,0507812	213	0,984375
214	-0,0390625	214	0,0898437	214	0,953125
215	-0,046875	215	0,078125	215	0,945312
216	-0,078125	216	0,0820312	216	0,960937
217	-0,140625	217	0,0742187	217	0,996094
218	-0,140625	218	0,0742187	218	0,996094
219	-0,105469	219	0,0390625	219	1,01172
220	-0,101562	220	0,0351562	220	1,02734
221	-0,0546875	221	0,03125	221	1,01563
222	-0,0195312	222	0,046875	222	1
223	-0,0195312	223	0,046875	223	1
224	-0,03125	224	0,0742187	224	0,96875
225	-0,046875	225	0,0898437	225	0,953125
226	-0,0664062	226	0,0820312	226	0,949219
227	-0,128906	227	0,0820312	227	0,980469
228	-0,128906	228	0,0820312	228	0,980469
229	-0,136719	229	0,0390625	229	1,00391
230	-0,121094	230	0,0195312	230	1,03125
231	-0,109375	231	0,03125	231	1,02344
232	-0,0429687	232	0,0546875	232	1,00781
233	-0,0429687	233	0,0546875	233	1,00781
234	-0,0195312	234	0,0703125	234	0,988281
235	-0,0195312	235	0,0859375	235	0,96875
236	-0,0195312	236	0,078125	236	0,960937
237	-0,101562	237	0,0898437	237	0,976562
238	-0,101562	238	0,0898437	238	0,976562
239	-0,136719	239	0,03125	239	1,01953
240	-0,105469	240	0,0273437	240	1,01563
241	-0,105469	241	0,0273437	241	1,01563
242	-0,0703125	242	0,0273437	242	0,996094
243	-0,0390625	243	0,0429687	243	0,980469
244	-0,0390625	244	0,0859375	244	0,972656
245	-0,0273437	245	0,0898437	245	0,957031
246	-0,0703125	246	0,09375	246	0,980469
247	-0,125	247	0,0976562	247	1,00391
248	-0,132812	248	0,0429687	248	1,03125
249	-0,148437	249	0,015625	249	1,04688
250	-0,125	250	0,0195312	250	1,01563
251	-0,0742187	251	0,0351562	251	0,984375
252	-0,03125	252	0,0546875	252	0,960937
253	-0,0390625	253	0,0820312	253	0,925781
254	-0,0390625	254	0,0820312	254	0,929687
255	-0,03125	255	0,078125	255	0,929687
256	-0,132812	256	0,0742187	256	1,02344
257	-0,132812	257	0,046875	257	1,03906
258	-0,109375	258	0,046875	258	1,03906
259	-0,101562	259	0,03125	259	1,04688
260	-0,0703125	260	0,03125	260	1,03125
261	-0,0273437	261	0,0429687	261	1
262	-0,0390625	262	0,078125	262	0,957031
263	-0,0429687	263	0,0859375	263	0,933594
264	-0,078125	264	0,0859375	264	0,929687
265	-0,140625	265	0,0898437	265	0,96875
266	-0,132812	266	0,046875	266	1,00391
267	-0,117187	267	0,015625	267	1,04297
268	-0,0859375	268	0,03125	268	1,04297
269	-0,0351562	269	0,046875	269	1,02344
270	-0,0234375	270	0,0742187	270	0,996094
271	-0,00390625	271	0,0820312	271	0,964844
272	-0,03125	272	0,0898437	272	0,964844
273	-0,09375	273	0,0859375	273	0,972656
274	-0,148437	274	0,0703125	274	1
275	-0,148437	275	0,0351562	275	1,01172
276	-0,121094	276	0,03125	276	1,01172
277	-0,078125	277	0,03125	277	1
278	-0,03125	278	0,0234375	278	0,984375
279	-0,03125	279	0,0859375	279	0,972656
280	-0,0234375	280	0,0898437	280	0,957031
281	-0,0664062	281	0,101562	281	0,96875
282	-0,117187	282	0,0898437	282	1,01172
283	-0,113281	283	0,0546875	283	1,03125
284	-0,140625	284	0,0273437	284	1,05859
285	-0,109375	285	0,03125	285	1,02344
286	-0,0742187	286	0,046875	286	0,996094
287	-0,0507812	287	0,0507812	287	0,960937
288	-0,0429687	288	0,0742187	288	0,925781
289	-0,0625	289	0,0703125	289	0,9375
290	-0,109375	290	0,0859375	290	0,953125
291	-0,144531	291	0,078125	291	1,00781
292	-0,109375	292	0,0351562	292	1,03125
293	-0,0820312	293	0,0351562	293	1,04688
294	-0,046875	294	0,03125	294	1,02344
295	-0,046875	295	0,03125	295	1,02344
296	-0,0117187	296	0,0546875	296	1
297	-0,015625	297	0,078125	297	0,964844
298	-0,0351562	298	0,0898437	298	0,945312
299	-0,078125	299	0,0859375	299	0,949219
300	-0,144531	300	0,078125	300	0,980469
301	-0,144531	301	0,078125	301	1,01172
302	-0,140625	302	0,015625	302	1,03516
303	-0,113281	303	0,0390625	303	1,02344
304	-0,0390625	304	0,0507812	304	1,00781
305	-0,015625	305	0,0664062	305	0,988281
306	-0,015625	306	0,0664062	306	0,988281
307	0,0117187	307	0,078125	307	0,957031
308	-0,0273437	308	0,0898437	308	0,957031
309	-0,09375	309	0,0859375	309	0,972656
310	-0,132812	310	0,0390625	310	1,01953
311	-0,117187	311	0,0390625	311	1,02734
312	-0,078125	312	0,0351562	312	1,00781
313	-0,0273437	313	0,03125	313	0,992187
314	-0,0351562	314	0,0742187	314	0,976562
315	-0,0429687	315	0,0820312	315	0,953125
316	-0,0820312	316	0,0898437	316	0,964844
317	-0,132812	317	0,0820312	317	0,992187
318	-0,132812	318	0,0820312	318	0,992187
319	-0,117187	319	0,0351562	319	1,01563
320	-0,132812	320	0,0195312	320	1,03516
321	-0,101562	321	0,0351562	321	1,02344
322	-0,0507812	322	0,046875	322	1
323	-0,0351562	323	0,0820312	323	0,953125
324	-0,0625	324	0,0742187	324	0,945312
325	-0,117187	325	0,0820312	325	0,960937
326	-0,144531	326	0,0546875	326	0,996094
327	-0,132812	327	0,0234375	327	1,01953
328	-0,105469	328	0,0390625	328	1,01953
329	-0,0546875	329	0,0429687	329	1,01172
330	-0,00390625	330	0,0546875	330	0,988281
331	-0,00390625	331	0,0898437	331	0,96875
332	-0,0703125	332	0,0898437	332	0,96875
333	-0,128906	333	0,078125	333	0,996094
334	-0,128906	334	0,078125	334	0,996094
335	-0,140625	335	0,03125	335	1,02344
336	-0,136719	336	0,0078125	336	1,03906
337	-0,117187	337	0,03125	337	1,01563
338	-0,0585937	338	0,0429687	338	0,988281
339	-0,0351562	339	0,0742187	339	0,960937
340	-0,015625	340	0,0859375	340	0,9375
341	-0,03125	341	0,0859375	341	0,945312
342	-0,0898437	342	0,0859375	342	0,976562
343	-0,132812	343	0,0703125	343	1,01953
344	-0,128906	344	0,0390625	344	1,04297
345	-0,0625	345	0,0351562	345	1,01953
346	-0,0195312	346	0,03125	346	0,988281
347	-0,0351562	347	0,0898437	347	0,96875
348	-0,0351562	348	0,0898437	348	0,96875
349	-0,046875	349	0,0859375	349	0,929687
350	-0,09375	350	0,09375	350	0,941406
351	-0,136719	351	0,0859375	351	0,976562
352	-0,140625	352	0,0429687	352	1,01953
353	-0,148437	353	0,015625	353	1,04688
354	-0,109375	354	0,0273437	354	1,03906
355	-0,0585937	355	0,0390625	355	1,01172
356	-0,0195312	356	0,0585937	356	0,992187
357	-0,0195312	357	0,0898437	357	0,957031
358	-0,0859375	358	0,0898437	358	0,949219
359	-0,148437	359	0,0742187	359	0,988281
360	-0,128906	360	0,0351562	360	1,01172
361	-0,117187	361	0,03125	361	1,02734
362	-0,0742187	362	0,03125	362	1,01563
363	-0,0742187	363	0,03125	363	1,01563
364	-0,0273437	364	0,046875	364	1,00391
365	-0,0234375	365	0,0625	365	0,972656
366	-0,0351562	366	0,0898437	366	0,960937
367	-0,0585937	367	0,0859375	367	0,953125
368	-0,117187	368	0,09375	368	0,988281
369	-0,132812	369	0,0585937	369	1,00781
370	-0,125	370	0,0195312	370	1,03906
371	-0,105469	371	0,0351562	371	1,02734
372	-0,0546875	372	0,0546875	372	1,00781
373	-0,0195312	373	0,0625	373	0,980469
374	-0,015625	374	0,0820312	374	0,960937
375	-0,0351562	375	0,0742187	375	0,953125
376	-0,0898437	376	0,0820312	376	0,972656
377	-0,128906	377	0,0664062	377	1
378	-0,132812	378	0,0429687	378	1,02734
379	-0,105469	379	0,0351562	379	1,03125
380	-0,0664062	380	0,0390625	380	1,01563
381	-0,0273437	381	0,0429687	381	1,00391
382	-0,0273437	382	0,0429687	382	1,00391
383	-0,0273437	383	0,0742187	383	0,976562
384	-0,03125	384	0,0898437	384	0,949219
385	-0,0820312	385	0,0898437	385	0,945312
386	-0,140625	386	0,0898437	386	0,980469
387	-0,136719	387	0,0390625	387	1,00391
388	-0,148437	388	0,015625	388	1,04688
389	-0,113281	389	0,0234375	389	1,03516
390	-0,0664062	390	0,046875	390	1,00781
391	-0,0234375	391	0,0585937	391	0,988281
392	-0,015625	392	0,0859375	392	0,960937
393	-0,046875	393	0,078125	393	0,9375
394	-0,0820312	394	0,078125	394	0,945312
395	-0,140625	395	0,0820312	395	0,984375
396	-0,132812	396	0,03125	396	1,01563
397	-0,109375	397	0,0234375	397	1,02734
398	-0,0742187	398	0,0234375	398	1,02344
399	-0,0195312	399	0,0507812	399	1,00391
400	-0,0195312	400	0,0507812	400	1,00391
401	-0,015625	401	0,0664062	401	0,988281
402	-0,015625	402	0,0898437	402	0,953125
403	-0,0625	403	0,09375	403	0,953125
404	-0,121094	404	0,0859375	404	0,96875
405	-0,136719	405	0,0546875	405	1,00391
406	-0,128906	406	0,015625	406	1,02344
407	-0,113281	407	0,0351562	407	1,03125
408	-0,0234375	408	0,0625	408	0,992187
409	-0,0078125	409	0,0820312	409	0,96875
410	-0,0195312	410	0,0859375	410	0,953125
411	-0,0859375	411	0,09375	411	0,972656
412	-0,0859375	412	0,09375	412	0,972656
413	-0,132812	413	0,078125	413	0,992187
414	-0,136719	414	0,0507812	414	1,00781
415	-0,125	415	0,0195312	415	1,01953
416	-0,0820312	416	0,0390625	416	1,01172
417	-0,0390625	417	0,0351562	417	0,996094
418	-0,0117187	418	0,0625	418	0,980469
419	-0,0234375	419	0,0898437	419	0,964844
420	-0,0625	420	0,0898437	420	0,96875
421	-0,121094	421	0,09375	421	0,988281
422	-0,121094	422	0,09375	422	0,988281
423	-0,132812	423	0,0546875	423	1,02344
424	-0,140625	424	0,0234375	424	1,01953
425	-0,140625	425	0,0234375	425	1,01953
426	-0,0820312	426	0,0390625	426	1
427	-0,0351562	427	0,0507812	427	0,972656
428	-0,0195312	428	0,078125	428	0,941406
429	-0,03125	429	0,0859375	429	0,9375
430	-0,078125	430	0,0898437	430	0,953125
431	-0,121094	431	0,078125	431	1,00391
432	-0,125	432	0,0390625	432	1,04297
433	-0,105469	433	0,0273437	433	1,05078
434	-0,105469	434	0,0273437	434	1,05078
435	-0,0820312	435	0,0351562	435	1,03516
436	-0,03125	436	0,0390625	436	1,00391
437	-0,0195312	437	0,0585937	437	0,96875
438	-0,03125	438	0,0859375	438	0,9375
439	-0,0625	439	0,0898437	439	0,921875
440	-0,113281	440	0,0898437	440	0,945312
441	-0,132812	441	0,0585937	441	0,996094
442	-0,128906	442	0,015625	442	1,03516
443	-0,121094	443	0,0351562	443	1,04688
444	-0,0664062	444	0,0429687	444	1,03906
445	-0,00390625	445	0,078125	445	0,980469
446	-0,0117187	446	0,0859375	446	0,945312
447	-0,0664062	447	0,0859375	447	0,945312
448	-0,132812	448	0,0820312	448	0,96875
449	-0,140625	449	0,0546875	449	1,00391
450	-0,140625	450	0,0273437	450	1,01953
451	-0,0898437	451	0,0390625	451	1,01563
452	-0,0429687	452	0,03125	452	1,02344
453	-0,015625	453	0,0429687	453	1
454	-0,015625	454	0,0898437	454	0,976562
455	-0,0546875	455	0,09375	455	0,960937
456	-0,101562	456	0,09375	456	0,96875
457	-0,136719	457	0,0664062	457	1
458	-0,140625	458	0,0273437	458	1,01563
459	-0,136719	459	0,0195312	459	1,01953
460	-0,101562	460	0,0351562	460	1,01172
461	-0,0585937	461	0,0507812	461	0,992187
462	-0,0195312	462	0,0664062	462	0,96875
463	-0,0195312	463	0,0664062	463	0,96875
464	-0,0351562	464	0,078125	464	0,949219
465	-0,0664062	465	0,0820312	465	0,949219
466	-0,113281	466	0,078125	466	0,976562
467	-0,132812	467	0,046875	467	1,01172
468	-0,113281	468	0,0351562	468	1,03125
469	-0,0898437	469	0,0390625	469	1,02344
470	-0,0390625	470	0,0429687	470	1,00391
471	0	471	0,0507812	471	0,984375
472	-0,0234375	472	0,0820312	472	0,957031
473	-0,046875	473	0,0898437	473	0,941406
474	-0,105469	474	0,0859375	474	0,960937
475	-0,140625	475	0,0742187	475	1
476	-0,140625	476	0,0273437	476	1,02734
477	-0,136719	477	0,0195312	477	1,03906
478	-0,09375	478	0,0429687	478	1,03125
479	-0,0351562	479	0,0507812	479	0,996094
480	-0,015625	480	0,0820312	480	0,972656
481	0,00390625	481	0,0859375	481	0,945312
482	-0,0429687	482	0,0859375	482	0,953125
483	-0,0976562	483	0,0859375	483	0,980469
484	-0,132812	484	0,0625	484	1,01953
485	-0,132812	485	0,0625	485	1,01953
486	-0,136719	486	0,0351562	486	1,04297
487	-0,105469	487	0,0390625	487	1,03125
488	-0,0664062	488	0,0390625	488	1,02344
489	-0,0273437	489	0,078125	489	0,964844
490	-0,0273437	490	0,078125	490	0,964844
491	-0,0546875	491	0,0859375	491	0,933594
492	-0,101562	492	0,09375	492	0,941406
493	-0,136719	493	0,078125	493	0,988281
494	-0,132812	494	0,0351562	494	1,01172
495	-0,136719	495	0,0195312	495	1,03906
496	-0,0976562	496	0,03125	496	1,03906
497	-0,0546875	497	0,0546875	497	1,01563
498	-0,015625	498	0,0625	498	0,984375
499	-0,0273437	499	0,09375	499	0,953125
500	-0,0585937	500	0,078125	500	0,9375
501	-0,109375	501	0,0820312	501	0,945312
502	-0,148437	502	0,0585937	502	0,984375
503	-0,125	503	0,0234375	503	1,01172
504	-0,101562	504	0,0390625	504	1,02344
505	-0,0625	505	0,0351562	505	1,02344
506	0	506	0,0585937	506	1,01172
507	0	507	0,0585937	507	1,01172
508	-0,0078125	508	0,0742187	508	0,996094
509	-0,0273437	509	0,0898437	509	0,972656
510	-0,0742187	510	0,0859375	510	0,960937
511	-0,148437	511	0,0859375	511	0,980469
512	-0,136719	512	0,015625	512	1,01563
513	-0,136719	513	0,015625	513	1,01563
514	-0,113281	514	0,0351562	514	1,00781
515	-0,0195312	515	0,078125	515	0,976562
516	-0,0195312	516	0,078125	516	0,976562
517	0,0078125	517	0,0898437	517	0,964844
518	-0,0195312	518	0,0859375	518	0,96875
519	-0,0898437	519	0,0898437	519	0,992187
520	-0,132812	520	0,0703125	520	1,01563
521	-0,140625	521	0,0351562	521	1,02734
522	-0,125	522	0,0234375	522	1,02734
523	-0,0820312	523	0,0351562	523	1,00781
524	-0,0273437	524	0,0351562	524	0,984375
525	-0,0234375	525	0,0820312	525	0,960937
526	-0,0273437	526	0,0859375	526	0,9375
527	-0,0742187	527	0,101562	527	0,949219
528	-0,125	528	0,09375	528	0,984375
529	-0,128906	529	0,0507812	529	1,03125
530	-0,128906	530	0,0507812	530	1,03125
531	-0,140625	531	0,0234375	531	1,05859
532	-0,121094	532	0,0273437	532	1,04688
533	-0,0703125	533	0,0351562	533	1,01953
534	-0,03125	534	0,0585937	534	0,984375
535	-0,03125	535	0,0585937	535	0,984375
536	-0,0234375	536	0,0820312	536	0,929687
537	-0,0546875	537	0,0820312	537	0,914062
538	-0,0820312	538	0,0859375	538	0,929687
539	-0,128906	539	0,0703125	539	0,972656
540	-0,132812	540	0,0429687	540	1,02344
541	-0,132812	541	0,0429687	541	1,02344
542	-0,109375	542	0,0390625	542	1,04297
543	-0,0820312	543	0,0351562	543	1,04688
544	-0,015625	544	0,046875	544	1,03125
545	-0,00390625	545	0,0546875	545	0,992187
546	-0,03125	546	0,0898437	546	0,960937
547	-0,0507812	547	0,0859375	547	0,9375
548	-0,117187	548	0,0859375	548	0,9375
549	-0,148437	549	0,0585937	549	0,984375
550	-0,125	550	0,0351562	550	1,02734
551	-0,0703125	551	0,0429687	551	1,02734
552	-0,0273437	552	0,0585937	552	1,00781
553	-0,0078125	553	0,0820312	553	0,988281
554	-0,0078125	554	0,0859375	554	0,964844
555	-0,0078125	555	0,0859375	555	0,964844
556	-0,117187	556	0,078125	556	0,976562
557	-0,136719	557	0,046875	557	1,00391
558	-0,132812	558	0,0273437	558	1,01953
559	-0,09375	559	0,0429687	559	1,01563
560	-0,0429687	560	0,03125	560	1,00781
561	-0,0234375	561	0,0546875	561	0,996094
562	-0,03125	562	0,0898437	562	0,980469
563	-0,03125	563	0,0898437	563	0,980469
564	-0,0585937	564	0,0820312	564	0,960937
565	-0,109375	565	0,0898437	565	0,96875
566	-0,144531	566	0,0703125	566	0,996094
567	-0,144531	567	0,0273437	567	1,01953
568	-0,136719	568	0,0273437	568	1,02734
569	-0,136719	569	0,0273437	569	1,02734
570	-0,0859375	570	0,0351562	570	1,01172
571	-0,046875	571	0,0546875	571	0,992187
572	-0,0078125	572	0,0742187	572	0,96875
573	-0,0078125	573	0,0742187	573	0,96875
574	-0,03125	574	0,0898437	574	0,945312
575	-0,0585937	575	0,0742187	575	0,949219
576	-0,109375	576	0,078125	576	0,976562
577	-0,160156	577	0,0507812	577	1,01172
578	-0,160156	578	0,0507812	578	1,01172
579	-0,121094	579	0,0273437	579	1,02734
580	-0,101562	580	0,0390625	580	1,02734
581	-0,0585937	581	0,0390625	581	1,00391
582	-0,0078125	582	0,0585937	582	0,984375
583	-0,0117187	583	0,0742187	583	0,960937
584	-0,03125	584	0,0976562	584	0,945312
585	-0,078125	585	0,0859375	585	0,957031
586	-0,140625	586	0,0859375	586	0,992187
587	-0,132812	587	0,0273437	587	1,01953
588	-0,136719	588	0,0195312	588	1,04688
589	-0,0976562	589	0,0390625	589	1,03906
590	-0,046875	590	0,0546875	590	1,00391
591	-0,046875	591	0,0546875	591	1,00391
592	-0,0234375	592	0,078125	592	0,980469
593	-0,0078125	593	0,0820312	593	0,941406
594	-0,0390625	594	0,0820312	594	0,9375
595	-0,101562	595	0,0898437	595	0,960937
596	-0,101562	596	0,0898437	596	0,960937
597	-0,136719	597	0,0703125	597	0,988281
598	-0,128906	598	0,0390625	598	1,03516
599	-0,09375	599	0,0273437	599	1,03906
600	-0,0703125	600	0,046875	600	1,03125
